"Kod";"Nazwa";"Rodzaje produktów";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1000000;"ŁÓDZKIE";"chleb 1kg";"2009";;"zł";"";
1000000;"ŁÓDZKIE";"chleb 1kg";"2010";;"zł";"";
1000000;"ŁÓDZKIE";"chleb 1kg";"2011";;"zł";"";
1000000;"ŁÓDZKIE";"chleb 1kg";"2012";;"zł";"";
1000000;"ŁÓDZKIE";"chleb 1kg";"2013";;"zł";"";
1000000;"ŁÓDZKIE";"chleb 1kg";"2014";;"zł";"";
1000000;"ŁÓDZKIE";"chleb 1kg";"2015";;"zł";"";
1000000;"ŁÓDZKIE";"chleb 1kg";"2016";;"zł";"";
1000000;"ŁÓDZKIE";"chleb 1kg";"2017";;"zł";"";
1000000;"ŁÓDZKIE";"chleb 1kg";"2018";;"zł";"";
1000000;"ŁÓDZKIE";"chleb 1kg";"2019";;"zł";"";
1000000;"ŁÓDZKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"1999";;"zł";"";
1000000;"ŁÓDZKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2000";1,69;"zł";"";
1000000;"ŁÓDZKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2001";2,03;"zł";"";
1000000;"ŁÓDZKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2002";1,88;"zł";"";
1000000;"ŁÓDZKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2003";1,81;"zł";"";
1000000;"ŁÓDZKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2004";1,89;"zł";"";
1000000;"ŁÓDZKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2005";1,98;"zł";"";
1000000;"ŁÓDZKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2006";2,08;"zł";"";
1000000;"ŁÓDZKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2007";2,39;"zł";"";
1000000;"ŁÓDZKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2008";2,40;"zł";"";
1000000;"ŁÓDZKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2009";2,54;"zł";"";
1000000;"ŁÓDZKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2010";2,97;"zł";"";
1000000;"ŁÓDZKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2011";3,17;"zł";"";
1000000;"ŁÓDZKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2012";3,32;"zł";"";
1000000;"ŁÓDZKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2013";3,53;"zł";"";
1000000;"ŁÓDZKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2014";3,35;"zł";"";
1000000;"ŁÓDZKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2015";3,22;"zł";"";
1000000;"ŁÓDZKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2016";3,21;"zł";"";
1000000;"ŁÓDZKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2017";3,47;"zł";"";
1000000;"ŁÓDZKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2018";3,66;"zł";"";
1000000;"ŁÓDZKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2019";3,82;"zł";"";
1000000;"ŁÓDZKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"1999";0,81;"zł";"";
1000000;"ŁÓDZKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2000";1,15;"zł";"";
1000000;"ŁÓDZKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2001";0,92;"zł";"";
1000000;"ŁÓDZKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2002";0,83;"zł";"";
1000000;"ŁÓDZKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2003";0,85;"zł";"";
1000000;"ŁÓDZKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2004";0,97;"zł";"";
1000000;"ŁÓDZKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2005";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2006";0,91;"zł";"";
1000000;"ŁÓDZKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2007";1,14;"zł";"";
1000000;"ŁÓDZKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2008";1,21;"zł";"";
1000000;"ŁÓDZKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2009";0,85;"zł";"";
1000000;"ŁÓDZKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2010";1,01;"zł";"";
1000000;"ŁÓDZKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2011";1,37;"zł";"";
1000000;"ŁÓDZKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2012";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2013";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2014";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2015";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2016";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2017";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2018";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2019";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza jęczmienna "Mazurska" - za 1kg";"1999";1,08;"zł";"";
1000000;"ŁÓDZKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2000";1,11;"zł";"";
1000000;"ŁÓDZKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2001";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2002";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2003";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2004";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2005";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2006";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2007";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2008";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2009";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2010";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2011";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2012";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2013";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2014";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2015";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2016";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2017";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2018";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2019";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza gryczana prażona cała - za 1kg";"1999";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza gryczana prażona cała - za 1kg";"2000";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza gryczana prażona cała - za 1kg";"2001";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza gryczana prażona cała - za 1kg";"2002";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza gryczana prażona cała - za 1kg";"2003";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza gryczana prażona cała - za 1kg";"2004";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza gryczana prażona cała - za 1kg";"2005";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza gryczana prażona cała - za 1kg";"2006";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza gryczana prażona cała - za 1kg";"2007";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza gryczana prażona cała - za 1kg";"2008";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza gryczana prażona cała - za 1kg";"2009";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza gryczana prażona cała - za 1kg";"2010";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza gryczana prażona cała - za 1kg";"2011";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza gryczana prażona cała - za 1kg";"2012";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza gryczana prażona cała - za 1kg";"2013";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza gryczana prażona cała - za 1kg";"2014";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza gryczana prażona cała - za 1kg";"2015";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza gryczana prażona cała - za 1kg";"2016";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza gryczana prażona cała - za 1kg";"2017";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza gryczana prażona cała - za 1kg";"2018";0,00;"zł";"";
1000000;"ŁÓDZKIE";"kasza gryczana prażona cała - za 1kg";"2019";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb 1kg";"1999";2,10;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb 1kg";"2000";;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb 1kg";"2001";;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb 1kg";"2002";;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb 1kg";"2003";;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb 1kg";"2004";;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb 1kg";"2005";;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb 1kg";"2006";;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb 1kg";"2007";;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb 1kg";"2008";;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb 1kg";"2009";;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb 1kg";"2010";;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb 1kg";"2011";;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb 1kg";"2012";;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb 1kg";"2013";;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb 1kg";"2014";;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb 1kg";"2015";;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb 1kg";"2016";;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb 1kg";"2017";;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb 1kg";"2018";;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb 1kg";"2019";;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"1999";;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2000";2,50;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2001";2,58;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2002";2,52;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2003";2,34;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2004";2,41;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2005";2,40;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2006";2,37;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2007";2,66;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2008";3,06;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2009";3,09;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2010";3,12;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2011";3,67;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2012";3,80;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2013";3,85;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2014";3,85;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2015";3,84;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2016";3,84;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2017";3,94;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2018";4,26;"zł";"";
1200000;"MAŁOPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2019";4,67;"zł";"";
1200000;"MAŁOPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"1999";1,00;"zł";"";
1200000;"MAŁOPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2000";1,13;"zł";"";
1200000;"MAŁOPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2001";1,01;"zł";"";
1200000;"MAŁOPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2002";0,95;"zł";"";
1200000;"MAŁOPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2003";0,94;"zł";"";
1200000;"MAŁOPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2004";1,07;"zł";"";
1200000;"MAŁOPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2005";0,78;"zł";"";
1200000;"MAŁOPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2006";0,88;"zł";"";
1200000;"MAŁOPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2007";1,09;"zł";"";
1200000;"MAŁOPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2008";1,16;"zł";"";
1200000;"MAŁOPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2009";0,86;"zł";"";
1200000;"MAŁOPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2010";1,00;"zł";"";
1200000;"MAŁOPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2011";1,41;"zł";"";
1200000;"MAŁOPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2012";1,40;"zł";"";
1200000;"MAŁOPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2013";1,34;"zł";"";
1200000;"MAŁOPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2014";1,08;"zł";"";
1200000;"MAŁOPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2015";1,08;"zł";"";
1200000;"MAŁOPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2016";0,98;"zł";"";
1200000;"MAŁOPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2017";1,04;"zł";"";
1200000;"MAŁOPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2018";1,13;"zł";"";
1200000;"MAŁOPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2019";1,26;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"1999";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2000";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2001";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2002";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2003";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2004";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2005";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2006";0,94;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2007";1,26;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2008";1,58;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2009";1,49;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2010";1,38;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2011";1,69;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2012";1,68;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2013";1,75;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2014";1,63;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2015";1,67;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2016";1,56;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2017";1,47;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2018";1,46;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2019";1,73;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza gryczana prażona cała - za 1kg";"1999";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2000";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2001";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2002";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2003";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2004";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2005";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2006";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2007";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2008";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2009";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2010";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2011";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2012";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2013";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2014";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2015";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2016";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2017";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2018";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2019";0,00;"zł";"";
1400000;"MAZOWIECKIE";"chleb 1kg";"1999";2,20;"zł";"";
1400000;"MAZOWIECKIE";"chleb 1kg";"2000";;"zł";"";
1400000;"MAZOWIECKIE";"chleb 1kg";"2001";;"zł";"";
1400000;"MAZOWIECKIE";"chleb 1kg";"2002";;"zł";"";
1400000;"MAZOWIECKIE";"chleb 1kg";"2003";;"zł";"";
1400000;"MAZOWIECKIE";"chleb 1kg";"2004";;"zł";"";
1400000;"MAZOWIECKIE";"chleb 1kg";"2005";;"zł";"";
1400000;"MAZOWIECKIE";"chleb 1kg";"2006";;"zł";"";
1400000;"MAZOWIECKIE";"chleb 1kg";"2007";;"zł";"";
1400000;"MAZOWIECKIE";"chleb 1kg";"2008";;"zł";"";
1400000;"MAZOWIECKIE";"chleb 1kg";"2009";;"zł";"";
1400000;"MAZOWIECKIE";"chleb 1kg";"2010";;"zł";"";
1400000;"MAZOWIECKIE";"chleb 1kg";"2011";;"zł";"";
1400000;"MAZOWIECKIE";"chleb 1kg";"2012";;"zł";"";
1400000;"MAZOWIECKIE";"chleb 1kg";"2013";;"zł";"";
1400000;"MAZOWIECKIE";"chleb 1kg";"2014";;"zł";"";
1400000;"MAZOWIECKIE";"chleb 1kg";"2015";;"zł";"";
1400000;"MAZOWIECKIE";"chleb 1kg";"2016";;"zł";"";
1400000;"MAZOWIECKIE";"chleb 1kg";"2017";;"zł";"";
1400000;"MAZOWIECKIE";"chleb 1kg";"2018";;"zł";"";
1400000;"MAZOWIECKIE";"chleb 1kg";"2019";;"zł";"";
1400000;"MAZOWIECKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"1999";;"zł";"";
1400000;"MAZOWIECKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2000";3,12;"zł";"";
1400000;"MAZOWIECKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2001";2,40;"zł";"";
1400000;"MAZOWIECKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2002";2,40;"zł";"";
1400000;"MAZOWIECKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2003";2,53;"zł";"";
1400000;"MAZOWIECKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2004";0,00;"zł";"";
1400000;"MAZOWIECKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2005";2,36;"zł";"";
1400000;"MAZOWIECKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2006";2,40;"zł";"";
1400000;"MAZOWIECKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2007";2,77;"zł";"";
1400000;"MAZOWIECKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2008";2,86;"zł";"";
1400000;"MAZOWIECKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2009";2,88;"zł";"";
1400000;"MAZOWIECKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2010";3,02;"zł";"";
1400000;"MAZOWIECKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2011";3,33;"zł";"";
1400000;"MAZOWIECKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2012";3,42;"zł";"";
1400000;"MAZOWIECKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2013";3,54;"zł";"";
1400000;"MAZOWIECKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2014";3,60;"zł";"";
1400000;"MAZOWIECKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2015";3,75;"zł";"";
1400000;"MAZOWIECKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2016";3,79;"zł";"";
1400000;"MAZOWIECKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2017";3,58;"zł";"";
1400000;"MAZOWIECKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2018";3,75;"zł";"";
1400000;"MAZOWIECKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2019";4,27;"zł";"";
1400000;"MAZOWIECKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"1999";0,87;"zł";"";
1400000;"MAZOWIECKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2000";1,01;"zł";"";
1400000;"MAZOWIECKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2001";0,93;"zł";"";
1400000;"MAZOWIECKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2002";0,84;"zł";"";
1400000;"MAZOWIECKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2003";0,85;"zł";"";
1400000;"MAZOWIECKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2004";0,00;"zł";"";
1400000;"MAZOWIECKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2005";0,00;"zł";"";
1400000;"MAZOWIECKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2006";0,00;"zł";"";
1400000;"MAZOWIECKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2007";0,00;"zł";"";
1400000;"MAZOWIECKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2008";0,00;"zł";"";
1400000;"MAZOWIECKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2009";0,00;"zł";"";
1400000;"MAZOWIECKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2010";0,00;"zł";"";
1400000;"MAZOWIECKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2011";0,00;"zł";"";
1400000;"MAZOWIECKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2012";0,00;"zł";"";
1400000;"MAZOWIECKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2013";0,00;"zł";"";
1400000;"MAZOWIECKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2014";0,00;"zł";"";
1400000;"MAZOWIECKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2015";0,00;"zł";"";
1400000;"MAZOWIECKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2016";0,00;"zł";"";
1400000;"MAZOWIECKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2017";0,00;"zł";"";
1400000;"MAZOWIECKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2018";0,00;"zł";"";
1400000;"MAZOWIECKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2019";0,00;"zł";"";
