"Kod";"Nazwa";"Rodzaje produktów";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2000000;"PODLASKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2006";2,01;"zł";"";
2000000;"PODLASKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2007";2,31;"zł";"";
2000000;"PODLASKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2008";2,77;"zł";"";
2000000;"PODLASKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2009";2,86;"zł";"";
2000000;"PODLASKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2010";2,94;"zł";"";
2000000;"PODLASKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2011";3,29;"zł";"";
2000000;"PODLASKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2012";3,23;"zł";"";
2000000;"PODLASKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2013";3,19;"zł";"";
2000000;"PODLASKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2014";3,28;"zł";"";
2000000;"PODLASKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2015";3,32;"zł";"";
2000000;"PODLASKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2016";3,30;"zł";"";
2000000;"PODLASKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2017";3,51;"zł";"";
2000000;"PODLASKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2018";3,72;"zł";"";
2000000;"PODLASKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2019";3,91;"zł";"";
2000000;"PODLASKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"1999";0,00;"zł";"";
2000000;"PODLASKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2000";0,00;"zł";"";
2000000;"PODLASKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2001";0,00;"zł";"";
2000000;"PODLASKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2002";0,00;"zł";"";
2000000;"PODLASKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2003";0,00;"zł";"";
2000000;"PODLASKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2004";0,00;"zł";"";
2000000;"PODLASKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2005";0,00;"zł";"";
2000000;"PODLASKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2006";0,00;"zł";"";
2000000;"PODLASKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2007";0,00;"zł";"";
2000000;"PODLASKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2008";0,00;"zł";"";
2000000;"PODLASKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2009";0,00;"zł";"";
2000000;"PODLASKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2010";0,00;"zł";"";
2000000;"PODLASKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2011";0,00;"zł";"";
2000000;"PODLASKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2012";0,00;"zł";"";
2000000;"PODLASKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2013";0,00;"zł";"";
2000000;"PODLASKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2014";0,00;"zł";"";
2000000;"PODLASKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2015";0,00;"zł";"";
2000000;"PODLASKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2016";0,00;"zł";"";
2000000;"PODLASKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2017";0,00;"zł";"";
2000000;"PODLASKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2018";0,00;"zł";"";
2000000;"PODLASKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2019";0,00;"zł";"";
2000000;"PODLASKIE";"kasza jęczmienna "Mazurska" - za 1kg";"1999";1,13;"zł";"";
2000000;"PODLASKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2000";1,24;"zł";"";
2000000;"PODLASKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2001";1,24;"zł";"";
2000000;"PODLASKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2002";1,14;"zł";"";
2000000;"PODLASKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2003";1,10;"zł";"";
2000000;"PODLASKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2004";1,20;"zł";"";
2000000;"PODLASKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2005";1,21;"zł";"";
2000000;"PODLASKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2006";1,22;"zł";"";
2000000;"PODLASKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2007";1,31;"zł";"";
2000000;"PODLASKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2008";1,35;"zł";"";
2000000;"PODLASKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2009";1,09;"zł";"";
2000000;"PODLASKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2010";1,44;"zł";"";
2000000;"PODLASKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2011";1,69;"zł";"";
2000000;"PODLASKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2012";1,89;"zł";"";
2000000;"PODLASKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2013";1,93;"zł";"";
2000000;"PODLASKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2014";1,92;"zł";"";
2000000;"PODLASKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2015";1,92;"zł";"";
2000000;"PODLASKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2016";1,90;"zł";"";
2000000;"PODLASKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2017";1,85;"zł";"";
2000000;"PODLASKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2018";2,21;"zł";"";
2000000;"PODLASKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2019";2,32;"zł";"";
2000000;"PODLASKIE";"kasza gryczana prażona cała - za 1kg";"1999";2,25;"zł";"";
2000000;"PODLASKIE";"kasza gryczana prażona cała - za 1kg";"2000";2,33;"zł";"";
2000000;"PODLASKIE";"kasza gryczana prażona cała - za 1kg";"2001";2,02;"zł";"";
2000000;"PODLASKIE";"kasza gryczana prażona cała - za 1kg";"2002";1,63;"zł";"";
2000000;"PODLASKIE";"kasza gryczana prażona cała - za 1kg";"2003";2,38;"zł";"";
2000000;"PODLASKIE";"kasza gryczana prażona cała - za 1kg";"2004";3,05;"zł";"";
2000000;"PODLASKIE";"kasza gryczana prażona cała - za 1kg";"2005";2,12;"zł";"";
2000000;"PODLASKIE";"kasza gryczana prażona cała - za 1kg";"2006";2,29;"zł";"";
2000000;"PODLASKIE";"kasza gryczana prażona cała - za 1kg";"2007";3,54;"zł";"";
2000000;"PODLASKIE";"kasza gryczana prażona cała - za 1kg";"2008";2,98;"zł";"";
2000000;"PODLASKIE";"kasza gryczana prażona cała - za 1kg";"2009";2,36;"zł";"";
2000000;"PODLASKIE";"kasza gryczana prażona cała - za 1kg";"2010";3,19;"zł";"";
2000000;"PODLASKIE";"kasza gryczana prażona cała - za 1kg";"2011";6,33;"zł";"";
2000000;"PODLASKIE";"kasza gryczana prażona cała - za 1kg";"2012";4,15;"zł";"";
2000000;"PODLASKIE";"kasza gryczana prażona cała - za 1kg";"2013";3,19;"zł";"";
2000000;"PODLASKIE";"kasza gryczana prażona cała - za 1kg";"2014";3,08;"zł";"";
2000000;"PODLASKIE";"kasza gryczana prażona cała - za 1kg";"2015";3,62;"zł";"";
2000000;"PODLASKIE";"kasza gryczana prażona cała - za 1kg";"2016";4,40;"zł";"";
2000000;"PODLASKIE";"kasza gryczana prażona cała - za 1kg";"2017";4,41;"zł";"";
2000000;"PODLASKIE";"kasza gryczana prażona cała - za 1kg";"2018";4,58;"zł";"";
2000000;"PODLASKIE";"kasza gryczana prażona cała - za 1kg";"2019";4,61;"zł";"";
2200000;"POMORSKIE";"chleb 1kg";"1999";1,65;"zł";"";
2200000;"POMORSKIE";"chleb 1kg";"2000";;"zł";"";
2200000;"POMORSKIE";"chleb 1kg";"2001";;"zł";"";
2200000;"POMORSKIE";"chleb 1kg";"2002";;"zł";"";
2200000;"POMORSKIE";"chleb 1kg";"2003";;"zł";"";
2200000;"POMORSKIE";"chleb 1kg";"2004";;"zł";"";
2200000;"POMORSKIE";"chleb 1kg";"2005";;"zł";"";
2200000;"POMORSKIE";"chleb 1kg";"2006";;"zł";"";
2200000;"POMORSKIE";"chleb 1kg";"2007";;"zł";"";
2200000;"POMORSKIE";"chleb 1kg";"2008";;"zł";"";
2200000;"POMORSKIE";"chleb 1kg";"2009";;"zł";"";
2200000;"POMORSKIE";"chleb 1kg";"2010";;"zł";"";
2200000;"POMORSKIE";"chleb 1kg";"2011";;"zł";"";
2200000;"POMORSKIE";"chleb 1kg";"2012";;"zł";"";
2200000;"POMORSKIE";"chleb 1kg";"2013";;"zł";"";
2200000;"POMORSKIE";"chleb 1kg";"2014";;"zł";"";
2200000;"POMORSKIE";"chleb 1kg";"2015";;"zł";"";
2200000;"POMORSKIE";"chleb 1kg";"2016";;"zł";"";
2200000;"POMORSKIE";"chleb 1kg";"2017";;"zł";"";
2200000;"POMORSKIE";"chleb 1kg";"2018";;"zł";"";
2200000;"POMORSKIE";"chleb 1kg";"2019";;"zł";"";
2200000;"POMORSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"1999";;"zł";"";
2200000;"POMORSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2000";1,94;"zł";"";
2200000;"POMORSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2001";2,17;"zł";"";
2200000;"POMORSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2002";2,13;"zł";"";
2200000;"POMORSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2003";2,12;"zł";"";
2200000;"POMORSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2004";2,21;"zł";"";
2200000;"POMORSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2005";1,91;"zł";"";
2200000;"POMORSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2006";2,24;"zł";"";
2200000;"POMORSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2007";2,65;"zł";"";
2200000;"POMORSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2008";3,17;"zł";"";
2200000;"POMORSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2009";3,22;"zł";"";
2200000;"POMORSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2010";3,20;"zł";"";
2200000;"POMORSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2011";3,56;"zł";"";
2200000;"POMORSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2012";3,32;"zł";"";
2200000;"POMORSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2013";3,53;"zł";"";
2200000;"POMORSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2014";3,42;"zł";"";
2200000;"POMORSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2015";3,43;"zł";"";
2200000;"POMORSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2016";3,47;"zł";"";
2200000;"POMORSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2017";3,54;"zł";"";
2200000;"POMORSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2018";4,11;"zł";"";
2200000;"POMORSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2019";4,61;"zł";"";
2200000;"POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"1999";0,93;"zł";"";
2200000;"POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2000";1,03;"zł";"";
2200000;"POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2001";0,00;"zł";"";
2200000;"POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2002";0,00;"zł";"";
2200000;"POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2003";0,00;"zł";"";
2200000;"POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2004";1,02;"zł";"";
2200000;"POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2005";0,66;"zł";"";
2200000;"POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2006";0,78;"zł";"";
2200000;"POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2007";1,10;"zł";"";
2200000;"POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2008";1,12;"zł";"";
2200000;"POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2009";0,76;"zł";"";
2200000;"POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2010";0,97;"zł";"";
2200000;"POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2011";1,35;"zł";"";
2200000;"POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2012";1,30;"zł";"";
2200000;"POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2013";1,26;"zł";"";
2200000;"POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2014";1,08;"zł";"";
2200000;"POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2015";1,11;"zł";"";
2200000;"POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2016";0,00;"zł";"";
2200000;"POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2017";0,00;"zł";"";
2200000;"POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2018";0,00;"zł";"";
2200000;"POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2019";0,00;"zł";"";
2200000;"POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"1999";1,16;"zł";"";
2200000;"POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2000";1,46;"zł";"";
2200000;"POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2001";0,00;"zł";"";
2200000;"POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2002";0,00;"zł";"";
2200000;"POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2003";0,00;"zł";"";
2200000;"POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2004";0,00;"zł";"";
2200000;"POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2005";0,00;"zł";"";
2200000;"POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2006";0,98;"zł";"";
2200000;"POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2007";1,25;"zł";"";
2200000;"POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2008";1,21;"zł";"";
2200000;"POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2009";1,05;"zł";"";
2200000;"POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2010";1,09;"zł";"";
2200000;"POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2011";1,57;"zł";"";
2200000;"POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2012";1,63;"zł";"";
2200000;"POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2013";1,55;"zł";"";
2200000;"POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2014";1,49;"zł";"";
2200000;"POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2015";1,40;"zł";"";
2200000;"POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2016";1,56;"zł";"";
2200000;"POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2017";1,49;"zł";"";
2200000;"POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2018";1,53;"zł";"";
2200000;"POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2019";1,60;"zł";"";
2200000;"POMORSKIE";"kasza gryczana prażona cała - za 1kg";"1999";0,00;"zł";"";
2200000;"POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2000";0,00;"zł";"";
2200000;"POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2001";0,00;"zł";"";
2200000;"POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2002";0,00;"zł";"";
2200000;"POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2003";0,00;"zł";"";
2200000;"POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2004";0,00;"zł";"";
2200000;"POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2005";0,00;"zł";"";
2200000;"POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2006";0,00;"zł";"";
2200000;"POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2007";0,00;"zł";"";
2200000;"POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2008";0,00;"zł";"";
2200000;"POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2009";0,00;"zł";"";
2200000;"POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2010";0,00;"zł";"";
2200000;"POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2011";0,00;"zł";"";
2200000;"POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2012";4,72;"zł";"";
2200000;"POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2013";4,91;"zł";"";
2200000;"POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2014";4,89;"zł";"";
2200000;"POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2015";4,49;"zł";"";
2200000;"POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2016";5,53;"zł";"";
2200000;"POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2017";4,59;"zł";"";
2200000;"POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2018";4,26;"zł";"";
2200000;"POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2019";4,05;"zł";"";
2400000;"ŚLĄSKIE";"chleb 1kg";"1999";2,08;"zł";"";
2400000;"ŚLĄSKIE";"chleb 1kg";"2000";;"zł";"";
2400000;"ŚLĄSKIE";"chleb 1kg";"2001";;"zł";"";
2400000;"ŚLĄSKIE";"chleb 1kg";"2002";;"zł";"";
2400000;"ŚLĄSKIE";"chleb 1kg";"2003";;"zł";"";
2400000;"ŚLĄSKIE";"chleb 1kg";"2004";;"zł";"";
2400000;"ŚLĄSKIE";"chleb 1kg";"2005";;"zł";"";
2400000;"ŚLĄSKIE";"chleb 1kg";"2006";;"zł";"";
2400000;"ŚLĄSKIE";"chleb 1kg";"2007";;"zł";"";
2400000;"ŚLĄSKIE";"chleb 1kg";"2008";;"zł";"";
2400000;"ŚLĄSKIE";"chleb 1kg";"2009";;"zł";"";
2400000;"ŚLĄSKIE";"chleb 1kg";"2010";;"zł";"";
2400000;"ŚLĄSKIE";"chleb 1kg";"2011";;"zł";"";
2400000;"ŚLĄSKIE";"chleb 1kg";"2012";;"zł";"";
2400000;"ŚLĄSKIE";"chleb 1kg";"2013";;"zł";"";
2400000;"ŚLĄSKIE";"chleb 1kg";"2014";;"zł";"";
2400000;"ŚLĄSKIE";"chleb 1kg";"2015";;"zł";"";
2400000;"ŚLĄSKIE";"chleb 1kg";"2016";;"zł";"";
2400000;"ŚLĄSKIE";"chleb 1kg";"2017";;"zł";"";
2400000;"ŚLĄSKIE";"chleb 1kg";"2018";;"zł";"";
2400000;"ŚLĄSKIE";"chleb 1kg";"2019";;"zł";"";
2400000;"ŚLĄSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"1999";;"zł";"";
2400000;"ŚLĄSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2000";2,53;"zł";"";
2400000;"ŚLĄSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2001";2,24;"zł";"";
2400000;"ŚLĄSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2002";2,33;"zł";"";
2400000;"ŚLĄSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2003";2,42;"zł";"";
2400000;"ŚLĄSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2004";2,35;"zł";"";
2400000;"ŚLĄSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2005";2,46;"zł";"";
2400000;"ŚLĄSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2006";2,60;"zł";"";
2400000;"ŚLĄSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2007";2,99;"zł";"";
2400000;"ŚLĄSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2008";3,63;"zł";"";
2400000;"ŚLĄSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2009";3,58;"zł";"";
2400000;"ŚLĄSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2010";3,60;"zł";"";
2400000;"ŚLĄSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2011";4,28;"zł";"";
2400000;"ŚLĄSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2012";4,41;"zł";"";
2400000;"ŚLĄSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2013";4,44;"zł";"";
2400000;"ŚLĄSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2014";4,46;"zł";"";
2400000;"ŚLĄSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2015";4,83;"zł";"";
2400000;"ŚLĄSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2016";4,96;"zł";"";
2400000;"ŚLĄSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2017";5,15;"zł";"";
2400000;"ŚLĄSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2018";5,41;"zł";"";
2400000;"ŚLĄSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2019";5,72;"zł";"";
2400000;"ŚLĄSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"1999";0,92;"zł";"";
2400000;"ŚLĄSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2000";0,00;"zł";"";
2400000;"ŚLĄSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2001";0,00;"zł";"";
2400000;"ŚLĄSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2002";0,00;"zł";"";
2400000;"ŚLĄSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2003";0,00;"zł";"";
2400000;"ŚLĄSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2004";0,00;"zł";"";
2400000;"ŚLĄSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2005";0,00;"zł";"";
2400000;"ŚLĄSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2006";0,00;"zł";"";
2400000;"ŚLĄSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2007";0,00;"zł";"";
2400000;"ŚLĄSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2008";0,00;"zł";"";
2400000;"ŚLĄSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2009";0,00;"zł";"";
2400000;"ŚLĄSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2010";0,00;"zł";"";
2400000;"ŚLĄSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2011";0,00;"zł";"";
2400000;"ŚLĄSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2012";0,00;"zł";"";
2400000;"ŚLĄSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2013";0,00;"zł";"";
2400000;"ŚLĄSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2014";0,00;"zł";"";
2400000;"ŚLĄSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2015";0,00;"zł";"";
2400000;"ŚLĄSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2016";0,00;"zł";"";
2400000;"ŚLĄSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2017";0,00;"zł";"";
2400000;"ŚLĄSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2018";0,00;"zł";"";
2400000;"ŚLĄSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2019";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"1999";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2000";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2001";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2002";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2003";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2004";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2005";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2006";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2007";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2008";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2009";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2010";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2011";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2012";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2013";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2014";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2015";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2016";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2017";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2018";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2019";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza gryczana prażona cała - za 1kg";"1999";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza gryczana prażona cała - za 1kg";"2000";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza gryczana prażona cała - za 1kg";"2001";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza gryczana prażona cała - za 1kg";"2002";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza gryczana prażona cała - za 1kg";"2003";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza gryczana prażona cała - za 1kg";"2004";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza gryczana prażona cała - za 1kg";"2005";0,00;"zł";"";
2400000;"ŚLĄSKIE";"kasza gryczana prażona cała - za 1kg";"2006";0,00;"zł";"";
